5862,unknown,TARGET
5906,rpas-c2,TARGET
5907,dsd,TARGET
5950,unknown,TARGET
5952,unknown,TARGET
6025,x11,TARGET
6100,synchronet-db,TARGET
6510,mcer-port,TARGET
6565,unknown,TARGET
6566,sane-port,TARGET
6567,esp,TARGET
6689,tsa,TARGET
6692,unknown,TARGET
6779,unknown,TARGET
6792,unknown,TARGET
6839,unknown,TARGET
7025,vmsvc-2,TARGET
7496,unknown,TARGET
7676,imqbrokerd,TARGET
7800,asr,TARGET
7920,unknown,TARGET
7921,unknown,TARGET
7999,irdmi2,TARGET
8022,oa-system,TARGET
8042,fs-agent,TARGET
8045,unknown,TARGET
8093,unknown,TARGET
8099,unknown,TARGET
8200,trivnet1,TARGET
8290,unknown,TARGET
8292,blp3,TARGET
8300,tmi,TARGET
8383,m2mservices,TARGET
8800,sunwebadmin,TARGET
9003,unknown,TARGET
9081,cisco-aqos,TARGET
9099,unknown,TARGET
9200,wap-wsp,TARGET
9418,git,TARGET
9575,unknown,TARGET
9878,kca-service,TARGET
9898,monkeycom,TARGET
9917,unknown,TARGET
10003,documentum_s,TARGET
10009,swdtp-sv,TARGET
10180,unknown,TARGET
10215,unknown,TARGET
11111,vce,TARGET
12174,unknown,TARGET
12265,unknown,TARGET
14441,unknown,TARGET
15004,unknown,TARGET
16000,fmsas,TARGET
16113,unknown,TARGET
17877,unknown,TARGET
18040,unknown,TARGET
18101,unknown,TARGET
19350,unknown,TARGET
25735,unknown,TARGET
26214,unknown,TARGET
27356,unknown,TARGET
30951,unknown,TARGET
32783,unknown,TARGET
32785,unknown,TARGET
40911,unknown,TARGET
41511,unknown,TARGET
44176,unknown,TARGET
44501,unknown,TARGET
49161,unknown,TARGET
49167,unknown,TARGET
49176,unknown,TARGET
50300,unknown,TARGET
50500,unknown,TARGET
52673,unknown,TARGET
52848,unknown,TARGET
54045,unknown,TARGET
54328,unknown,TARGET
55056,unknown,TARGET
56737,unknown,TARGET
57797,unknown,TARGET
60443,unknown,TARGET
70,gopher,TARGET
417,onmux,TARGET
617,sco-dtmgr,TARGET
714,iris-xpcs,TARGET
722,unknown,TARGET
777,multiling-http,TARGET
981,unknown,TARGET
1009,unknown,TARGET
2022,down,TARGET
4224,xtell,TARGET
4998,maybe-veritas,TARGET
6346,gnutella,TARGET
301,unknown,TARGET
524,ncp,TARGET
668,mecomm,TARGET
765,webster,TARGET
1076,sns_credit,TARGET
2041,interbase,TARGET
5999,ncd-conf,TARGET
10082,amandaidx,TARGET
259,esro-gen,TARGET
416,silverplatter,TARGET
1007,unknown,TARGET
1417,timbuktu-srv1,TARGET
1434,ms-sql-m,TARGET
1984,bigbrother,TARGET
2038,objectmanager,TARGET
2068,avocentkvm,TARGET
4343,unicall,TARGET
6009,X11:9,TARGET
7004,afs3-kaserver,TARGET
44443,coldfusion-auth,TARGET
109,pop2,TARGET
687,asipregistry,TARGET
726,unknown,TARGET
911,xact-backup,TARGET
1010,surf,TARGET
1461,ibm_wrless_lan,TARGET
2035,imsldoc,TARGET
2046,sdfunc,TARGET
4125,rww,TARGET
6006,X11:6,TARGET
7201,dlip,TARGET
9103,jetdirect,TARGET
125,locus-map,TARGET
481,dvs,TARGET
683,corba-iiop,TARGET
903,iss-console-mgr,TARGET
1011,unknown,TARGET
1455,esl-lm,TARGET
2013,raid-am,TARGET
2043,isis-bcast,TARGET
2047,dls,TARGET
6668,irc,TARGET
6669,irc,TARGET
256,fw1-secureremote,TARGET
406,imsp,TARGET
783,spamassassin,TARGET
843,unknown,TARGET
2042,isis,TARGET
2045,cdfunc,TARGET
5998,ncd-diag,TARGET
9929,nping-echo,TARGET
31337,Elite,TARGET
44442,coldfusion-auth,TARGET
1092,obrpd,TARGET
1095,nicelink,TARGET
1102,adobeserver-1,TARGET
